claim_id,policy_id,claim_date,claim_amount,claim_status,claim_type,fraud_flag,days_to_process
CLM71181,POL51140,2025-03-16,110979.72,Approved,Accident,No,36
CLM71182,POL50001,2025-06-28,60311.21,Approved,Other,No,24
CLM71183,POL50680,2022-02-25,487138.38,Approved,Accident,No,41
CLM71184,POL52747,2022-04-25,372276,Rejected,Theft,No,6
CLM71185,POL51282,2025-06-28,135424.68,Rejected,Theft,Yes,31
CLM71186,POL52453,2022-05-04,161884.73,Approved,Theft,Yes,28
CLM71187,POL50064,2025-07-16,90237.77,Approved,Hospital,No,12
CLM71188,POL52489,2026-03-01,219566.64,Approved,Other,No,18
CLM71189,POL52515,2025-10-09,887318.97,Approved,Death,No,18
CLM71190,POL51844,2025-04-29,414161.56,Rejected,Death,No,30
CLM71191,POL50326,2023-10-18,166169.05,Rejected,Other,No,28
CLM71192,POL52478,2023-08-23,109827.36,Rejected,Hospital,No,35
CLM71193,POL52544,2022-01-11,1189327.27,Approved,Death,No,29
CLM71194,POL50568,2024-02-12,87289.67,Approved,Other,No,44
CLM71195,POL52659,2025-05-17,213042.45,Approved,Theft,No,37
CLM71196,POL52492,2024-08-09,129857.88,Pending,Theft,No,26
CLM71197,POL50579,2022-10-13,45960.65,Approved,Other,Yes,1
CLM71198,POL51109,2024-09-18,246833.98,Rejected,Other,No,17
CLM71199,POL50947,2025-07-06,1522123.93,Rejected,Death,No,6
CLM71200,POL51401,2023-07-09,693327.92,Rejected,Death,No,20
CLM71201,POL52514,2023-05-16,286767.98,Approved,Accident,No,44
CLM71202,POL52473,2025-10-16,224089.57,Approved,Theft,No,18
CLM71203,POL50495,2024-09-22,1138696.53,Approved,Death,No,36
CLM71204,POL51554,2025-06-07,521352.71,Approved,Hospital,No,20
CLM71205,POL51505,2026-03-31,307926.15,Pending,Accident,No,26
CLM71206,POL51266,2024-11-25,752624.33,Approved,Death,No,2
CLM71207,POL52016,2022-05-13,1114713.66,Pending,Death,Yes,31
CLM71208,POL51823,2022-08-12,177443.73,Approved,Hospital,No,11
CLM71209,POL50776,2022-09-23,528275.41,Rejected,Death,Yes,21
CLM71210,POL50980,2023-11-07,276028.87,Rejected,Other,No,44
CLM71211,POL52512,2023-05-16,235106.15,Pending,Theft,No,10
CLM71212,POL50918,2024-12-10,59135.15,Approved,Other,No,41
CLM71213,POL51248,2023-10-20,177616.76,Approved,Accident,No,37
CLM71214,POL52751,2023-02-05,262900.95,Rejected,Theft,No,3
CLM71215,POL52424,2023-08-10,411777.22,Pending,Death,Yes,17
CLM71216,POL51973,2025-10-12,171570.51,Approved,Accident,No,44
CLM71217,POL50858,2021-11-05,3405508.59,Rejected,Death,Yes,20
CLM71218,POL51774,2026-06-20,762690.89,Pending,Death,No,35
CLM71219,POL51812,2023-10-13,309297.55,Rejected,Theft,No,41
CLM71220,POL51159,2022-06-28,529373.6,Rejected,Accident,No,1
CLM71221,POL50098,2025-01-31,571432.32,Rejected,Death,No,33
CLM71222,POL51032,2025-11-05,205642.56,Rejected,Theft,Yes,41
CLM71223,POL51431,2023-12-31,503894.57,Pending,Theft,Yes,26
CLM71224,POL52689,2022-01-31,314575.24,Approved,Accident,No,43
CLM71225,POL52053,2025-02-07,489504.98,Approved,Other,No,31
CLM71226,POL50302,2022-03-07,160001.27,Pending,Hospital,No,28
CLM71227,POL50850,2025-12-26,368405.35,Pending,Other,Yes,6
CLM71228,POL51470,2025-09-10,221841.81,Approved,Hospital,No,35
CLM71229,POL51268,2021-09-25,212240.67,Pending,Accident,No,38
CLM71230,POL50013,2023-04-08,247888.04,Pending,Theft,No,15
CLM71231,POL52644,2024-07-18,141869.28,Rejected,Other,No,7
CLM71232,POL52556,2023-08-05,862737.42,Pending,Death,No,26
CLM71233,POL52612,2023-12-12,280401.88,Pending,Hospital,No,42
CLM71234,POL51206,2024-02-08,364500.43,Approved,Death,No,33
CLM71235,POL52355,2026-06-22,120738.71,Pending,Theft,No,36
CLM71236,POL51999,2023-09-06,258340.47,Approved,Theft,No,25
CLM71237,POL51441,2025-07-13,1477578.64,Pending,Death,No,19
CLM71238,POL50215,2023-03-10,179333.85,Rejected,Other,No,14
CLM71239,POL50472,2022-12-19,286975.31,Approved,Accident,No,36
CLM71240,POL50671,2024-11-04,1100550.54,Approved,Death,No,29
CLM71241,POL52533,2024-09-09,355145.21,Pending,Hospital,No,33
CLM71242,POL51878,2025-09-08,441104.04,Rejected,Death,No,37
CLM71243,POL52780,2023-12-04,697608.3,Pending,Death,No,44
CLM71244,POL51597,2023-07-16,173424.49,Approved,Theft,No,37
CLM71245,POL50236,2024-01-16,275711.7,Pending,Accident,No,20
CLM71246,POL51343,2023-05-08,62685.96,Pending,Theft,No,6
CLM71247,POL50313,2024-05-07,79992.95,Pending,Other,No,25
CLM71248,POL52548,2023-07-01,148755.65,Pending,Other,No,20
CLM71249,POL50785,2025-08-08,248938.44,Rejected,Other,Yes,42
CLM71250,POL50557,2026-07-30,202743.36,Pending,Accident,No,2
CLM71251,POL51440,2024-05-01,179112.82,Rejected,Accident,No,38
CLM71252,POL52280,2023-08-04,286563.96,Approved,Hospital,No,28
CLM71253,POL51437,2025-01-17,186716.62,Approved,Hospital,No,4
CLM71254,POL50104,2022-06-04,1398064.41,Pending,Death,No,11
CLM71255,POL52096,2023-05-11,223810.13,Pending,Accident,No,3
CLM71256,POL50092,2026-05-06,103063.87,Rejected,Theft,No,41
CLM71257,POL51706,2024-08-16,305189.66,Pending,Other,No,29
CLM71258,POL51742,2022-08-30,464095.98,Rejected,Accident,No,28
CLM71259,POL50589,2025-09-27,155045.9,Approved,Accident,No,23
CLM71260,POL51255,2025-04-24,1096903.58,Approved,Death,No,18
CLM71261,POL50016,2023-12-13,152875.24,Rejected,Theft,No,8
CLM71262,POL50801,2021-11-30,340696.82,Rejected,Accident,No,33
CLM71263,POL51749,2023-01-30,161356.58,Rejected,Accident,Yes,6
CLM71264,POL50802,2022-04-13,1391748.1,Approved,Death,No,10
CLM71265,POL50131,2024-02-14,327154.52,Pending,Theft,No,43
CLM71266,POL51902,2023-07-05,155677.97,Approved,Accident,No,5
CLM71267,POL52095,2026-02-13,227574.49,Pending,Hospital,No,42
CLM71268,POL52440,2025-02-08,404078.86,Approved,Hospital,No,4
CLM71269,POL52476,2022-12-08,151529.39,Approved,Accident,No,22
CLM71270,POL51396,2023-05-12,107363.68,Pending,Other,No,26
CLM71271,POL51148,2023-02-26,1252959.67,Rejected,Death,No,5
CLM71272,POL51652,2025-10-08,203015.63,Rejected,Hospital,No,40
CLM71273,POL52238,2024-05-21,100082.03,Pending,Hospital,No,43
CLM71274,POL51336,2022-07-26,213012.56,Pending,Accident,No,10
CLM71275,POL52814,2023-06-17,2155148.69,Approved,Death,No,10
CLM71276,POL51799,2021-10-05,701278.49,Rejected,Accident,Yes,34
CLM71277,POL50870,2023-04-19,159985.68,Pending,Hospital,No,17
CLM71278,POL52241,2024-11-07,95010.22,Rejected,Other,No,2
CLM71279,POL50423,2024-08-26,715791.4,Pending,Death,Yes,34
CLM71280,POL52647,2023-06-17,369291.2,Pending,Other,No,16
CLM71281,POL50957,2021-11-08,335182.24,Approved,Hospital,Yes,18
CLM71282,POL51933,2025-05-14,1871391.09,Pending,Death,No,29
CLM71283,POL51764,2022-12-01,247145.24,Rejected,Other,No,26
CLM71284,POL50268,2022-02-03,93062.82,Rejected,Theft,No,37
CLM71285,POL52037,2022-02-22,155560.85,Approved,Accident,No,36
CLM71286,POL50879,2025-04-22,635433.98,Pending,Death,No,42
CLM71287,POL51073,2024-11-02,138652.32,Rejected,Theft,Yes,41
CLM71288,POL50269,2023-10-30,641135.78,Approved,Death,No,28
CLM71289,POL52288,2023-01-17,679537.44,Approved,Death,No,25
CLM71290,POL52433,2026-07-14,344366.36,Approved,Accident,No,21
CLM71291,POL50376,2025-02-12,235456.39,Approved,Hospital,No,30
CLM71292,POL52295,2022-11-22,404849.98,Pending,Hospital,No,3
CLM71293,POL52540,2025-10-20,283547.62,Approved,Accident,No,18
CLM71294,POL50271,2025-11-06,641787.04,Approved,Death,No,13
CLM71295,POL52820,2025-05-03,197786.43,Approved,Theft,No,25
CLM71296,POL50011,2024-04-16,422732.47,Approved,Death,No,41
CLM71297,POL52381,2023-12-19,56658.29,Rejected,Theft,No,22
CLM71298,POL51574,2022-01-20,206901.2,Rejected,Other,No,26
CLM71299,POL52708,2023-07-16,1497496.2,Approved,Death,No,18
CLM71300,POL50951,2022-05-29,259180.73,Pending,Accident,No,16
CLM71301,POL51016,2026-07-23,205574.42,Approved,Accident,No,30
CLM71302,POL52375,2024-11-11,460107.27,Rejected,Death,No,11
CLM71303,POL52005,2026-01-31,268835,Pending,Other,No,39
CLM71304,POL51693,2023-08-01,281432.49,Rejected,Hospital,No,6
CLM71305,POL51819,2026-07-29,173507.72,Rejected,Other,No,10
CLM71306,POL51926,2022-01-24,219470.02,Approved,Hospital,No,34
CLM71307,POL50131,2026-04-24,142333.3,Pending,Theft,No,4
CLM71308,POL50331,2025-06-02,515817.65,Approved,Death,No,19
CLM71309,POL50512,2023-10-14,249629.95,Rejected,Hospital,Yes,17
CLM71310,POL50499,2021-10-13,190985.68,Pending,Accident,No,42
CLM71311,POL52383,2026-06-05,728082.41,Pending,Death,No,7
CLM71312,POL51111,2022-12-16,590154.17,Rejected,Accident,No,20
CLM71313,POL51376,2024-12-08,244061.98,Approved,Accident,No,21
CLM71314,POL50249,2026-02-02,52798.31,Approved,Theft,No,37
CLM71315,POL52462,2025-11-09,191278.73,Approved,Accident,No,24
CLM71316,POL50026,2023-11-03,133339.92,Approved,Hospital,No,6
CLM71317,POL50232,2022-04-03,167896.38,Approved,Theft,No,39
CLM71318,POL52294,2022-08-19,122638.96,Approved,Accident,No,7
CLM71319,POL50366,2022-12-23,1117903.77,Pending,Death,No,31
CLM71320,POL52240,2023-03-10,155232.44,Approved,Theft,No,13
CLM71321,POL50986,2024-03-30,118247.4,Pending,Other,No,6
CLM71322,POL52190,2025-12-11,161651.8,Rejected,Other,No,9
CLM71323,POL50138,2022-11-22,211727.3,Approved,Hospital,No,42
CLM71324,POL50960,2025-09-01,233715.81,Rejected,Accident,No,43
CLM71325,POL51352,2023-07-18,134094.12,Approved,Other,No,27
CLM71326,POL51765,2024-01-15,178180.97,Pending,Theft,No,36
CLM71327,POL52363,2025-06-23,1068469.79,Pending,Death,No,40
CLM71328,POL50689,2023-11-10,245332.07,Pending,Hospital,No,16
CLM71329,POL51860,2025-05-29,439176.2,Approved,Accident,No,34
CLM71330,POL50426,2025-07-25,114124.56,Rejected,Other,No,23
CLM71331,POL52245,2023-01-21,202759.35,Pending,Theft,No,8
CLM71332,POL52639,2025-01-11,747458.35,Approved,Hospital,No,24
CLM71333,POL50130,2024-09-11,146959.71,Pending,Other,No,3
CLM71334,POL50223,2026-03-23,179803.93,Approved,Theft,No,27
CLM71335,POL52223,2025-01-24,116971.98,Approved,Hospital,No,12
CLM71336,POL52489,2023-01-14,630043.91,Pending,Death,No,5
CLM71337,POL51829,2023-09-16,853385.78,Pending,Death,No,32
CLM71338,POL51297,2021-10-07,326420.93,Rejected,Accident,No,16
CLM71339,POL52169,2023-09-29,304359.37,Approved,Hospital,No,20
CLM71340,POL50845,2022-04-28,176579.69,Approved,Other,No,4
CLM71341,POL52804,2023-01-03,1345396.13,Approved,Death,No,4
CLM71342,POL52398,2024-09-01,109211.39,Pending,Theft,No,41
CLM71343,POL52508,2026-07-21,1149236.49,Rejected,Death,No,27
CLM71344,POL52417,2023-04-07,906028.97,Rejected,Death,No,18
CLM71345,POL52638,2022-10-12,266109.71,Approved,Accident,No,30
CLM71346,POL50179,2021-10-06,750872.12,Approved,Death,No,32
CLM71347,POL52570,2023-04-19,93141.53,Approved,Other,No,6
CLM71348,POL50701,2021-12-28,81700.39,Rejected,Other,No,41
CLM71349,POL51012,2023-02-10,211302.92,Pending,Theft,No,29
CLM71350,POL51043,2025-03-26,1154382.21,Approved,Death,No,14
CLM71351,POL50656,2025-10-22,234317.21,Pending,Accident,No,12
CLM71352,POL51232,2024-08-12,218376.53,Rejected,Hospital,No,4
CLM71353,POL51423,2024-11-05,153472.62,Rejected,Hospital,No,12
CLM71354,POL50418,2023-04-26,321498.15,Pending,Accident,No,15
CLM71355,POL51013,2023-08-14,185539.84,Approved,Theft,Yes,10
CLM71356,POL50979,2026-04-28,149927.21,Approved,Theft,No,30
CLM71357,POL51903,2021-09-25,339226.91,Approved,Hospital,No,12
CLM71358,POL51638,2023-05-18,303729.43,Pending,Hospital,No,22
CLM71359,POL52020,2023-05-28,69595.56,Approved,Other,No,25
CLM71360,POL52213,2023-11-23,153731.95,Rejected,Other,No,4
CLM71361,POL51883,2023-12-25,92899.39,Rejected,Other,No,8
CLM71362,POL50680,2025-05-21,193005.3,Pending,Theft,Yes,4
CLM71363,POL51412,2022-09-22,186134.9,Approved,Death,No,31
CLM71364,POL51312,2025-02-28,993234.51,Pending,Death,No,31
CLM71365,POL50207,2025-01-14,214139.4,Pending,Other,No,6
CLM71366,POL52530,2022-12-14,141916.6,Approved,Other,No,33
CLM71367,POL50255,2021-10-31,502721.08,Approved,Death,No,36
CLM71368,POL52761,2025-12-08,585117.51,Rejected,Hospital,No,5
CLM71369,POL50086,2026-07-07,1604191.27,Approved,Death,No,6
CLM71370,POL52059,2024-10-30,191699.73,Pending,Accident,No,35
CLM71371,POL50811,2024-06-24,131646.91,Pending,Other,No,14
CLM71372,POL52558,2023-05-26,334246.7,Approved,Death,No,16
CLM71373,POL52328,2022-09-17,278753.5,Pending,Hospital,No,26
CLM71374,POL50068,2026-08-07,75642.32,Pending,Other,No,4
CLM71375,POL50059,2023-07-09,209310.34,Pending,Other,No,20
CLM71376,POL51702,2023-02-18,250536.91,Pending,Other,Yes,15
CLM71377,POL50420,2023-04-02,212405.18,Approved,Hospital,No,37
CLM71378,POL50036,2025-01-17,129205.05,Rejected,Hospital,No,33
CLM71379,POL52737,2021-10-27,410812.09,Rejected,Hospital,No,13
CLM71380,POL51786,2024-10-18,250271.33,Pending,Accident,No,29
CLM71381,POL50027,2022-07-04,230497.55,Pending,Hospital,Yes,18
CLM71382,POL51379,2023-06-07,564888.21,Approved,Death,No,22
CLM71383,POL50443,2023-10-31,991205.35,Rejected,Death,No,33
CLM71384,POL52275,2026-08-27,162633.72,Pending,Theft,Yes,13
CLM71385,POL50078,2021-10-15,463196.26,Pending,Death,No,26
CLM71386,POL51044,2026-07-17,1758806.8,Pending,Death,Yes,19
CLM71387,POL50671,2024-06-15,602461.32,Rejected,Accident,No,29
CLM71388,POL52773,2024-02-16,299483.11,Rejected,Theft,No,17
CLM71389,POL50217,2022-11-05,277931.16,Approved,Theft,No,42
CLM71390,POL52031,2026-04-12,531753.28,Approved,Hospital,Yes,18
CLM71391,POL51343,2022-05-01,533066.34,Pending,Death,Yes,5
CLM71392,POL52307,2024-09-16,129525.25,Rejected,Hospital,No,22
CLM71393,POL50605,2025-12-03,146314.7,Approved,Theft,No,11
CLM71394,POL52418,2022-02-27,290147.12,Pending,Accident,No,21
CLM71395,POL52689,2022-10-06,215972.05,Approved,Accident,No,41
CLM71396,POL50602,2026-08-20,108089.62,Approved,Theft,No,5
CLM71397,POL50685,2024-07-11,902548.95,Approved,Death,No,2
CLM71398,POL52725,2022-07-26,171703.13,Rejected,Theft,No,13
CLM71399,POL51221,2022-06-20,228445.4,Rejected,Other,Yes,20
CLM71400,POL52360,2025-07-24,224954.39,Pending,Hospital,No,6
CLM71401,POL52381,2025-05-06,96465.01,Rejected,Accident,No,31
CLM71402,POL50876,2023-09-05,266763.26,Approved,Hospital,No,27
CLM71403,POL50505,2023-09-19,396965.57,Approved,Theft,No,31
CLM71404,POL51032,2025-06-06,152185.31,Pending,Other,No,19
CLM71405,POL51669,2023-10-07,409501.36,Approved,Accident,No,41
