policy_id,customer_id,product_type,coverage_amount,annual_premium,policy_start_date,policy_end_date,agent_id,status
POL52080,CUST11632,Vehicle,581887.5,31871.25,2024-07-29,2025-07-29,AGT5153,Lapsed
POL52081,CUST10620,Health,619042.95,28822.28,2021-07-07,2022-07-07,AGT5279,Active
POL52082,CUST11461,Whole,682652.3,33661.24,2021-06-01,2022-06-01,AGT5099,Lapsed
POL52083,CUST10681,Health,449870.04,23036.79,2024-02-01,2025-02-01,AGT5003,Lapsed
POL52084,CUST11605,Vehicle,712855.62,38446.0,2020-11-28,2021-11-28,AGT5129,Lapsed
POL52085,CUST11081,Whole,728224.8,33931.83,2025-10-29,2026-10-29,AGT5277,Lapsed
POL52086,CUST10161,Whole,750072.99,36258.74,2023-01-29,2024-01-29,AGT5239,Lapsed
POL52087,CUST10790,Property,561193.07,29731.61,2025-10-25,2026-10-25,AGT5017,Active
POL52088,CUST10085,Property,765154.51,37569.12,2026-03-06,2027-03-06,AGT5016,Active
POL52089,CUST10661,Vehicle,674696.48,34442.87,2021-06-12,2022-06-12,AGT5227,Lapsed
POL52090,CUST11516,Term,630690.99,31913.0,2022-11-15,2023-11-15,AGT5216,Active
POL52091,CUST10393,Property,551419.32,30180.13,2025-09-28,2026-09-28,AGT5167,Active
POL52092,CUST11574,Vehicle,696439.0,32325.43,2026-05-21,2027-05-21,AGT5026,Active
POL52093,CUST10165,Whole,679192.96,37005.42,2022-12-01,2023-12-01,AGT5084,Lapsed
POL52094,CUST11100,Term,604890.48,30632.57,2024-10-07,2025-10-07,AGT5254,Active
POL52095,CUST11597,Whole,768901.17,41552.59,2023-09-17,2024-09-17,AGT5041,Active
POL52096,CUST11083,Whole,481042.63,22214.27,2022-04-02,2023-04-02,AGT5060,Active
POL52097,CUST11486,Whole,632075.33,32498.17,2025-12-05,2026-12-05,AGT5135,Cancelled
POL52098,CUST11637,Vehicle,499386.07,26667.77,2024-10-08,2025-10-08,AGT5220,Active
POL52099,CUST11067,Whole,561269.65,29673.66,2024-05-25,2025-05-25,AGT5248,Lapsed
POL52100,CUST11291,Vehicle,506121.77,22825.78,2024-07-15,2025-07-15,AGT5177,Active
POL52101,CUST10055,Term,509132.81,25213.3,2025-02-13,2026-02-13,AGT5147,Active
POL52102,CUST10708,Whole,530078.05,24464.94,2022-02-21,2023-02-21,AGT5115,Lapsed
POL52103,CUST10471,Health,369837.85,17207.91,2025-08-08,2026-08-08,AGT5013,Cancelled
POL52104,CUST11358,Whole,400346.52,20843.19,2020-09-20,2021-09-20,AGT5080,Active
POL52105,CUST11122,Whole,664095.07,36236.88,2025-10-16,2026-10-16,AGT5064,Active
POL52106,CUST11022,Whole,504699.79,25911.78,2022-06-02,2023-06-02,AGT5017,Active
POL52107,CUST11542,Term,389593.37,17930.56,2021-08-15,2022-08-15,AGT5223,Active
POL52108,CUST10148,Health,378518.4,17956.9,2023-01-26,2024-01-26,AGT5106,Lapsed
POL52109,CUST11577,Property,460401.96,22462.43,2021-02-09,2022-02-09,AGT5152,Active
POL52110,CUST10166,Health,366874.29,16969.25,2023-01-01,2024-01-01,AGT5060,Active
POL52111,CUST10575,Term,742455.16,39706.27,2023-06-13,2024-06-13,AGT5177,Cancelled
POL52112,CUST11052,Vehicle,592840.41,27830.92,2021-03-26,2022-03-26,AGT5040,Lapsed
POL52113,CUST10566,Vehicle,526941.21,24395.01,2023-06-21,2024-06-21,AGT5203,Active
POL52114,CUST11131,Term,584729.72,30556.13,2024-07-12,2025-07-12,AGT5221,Lapsed
POL52115,CUST11281,Whole,428435.74,19823.0,2026-01-28,2027-01-28,AGT5093,Lapsed
POL52116,CUST11366,Health,595645.95,29248.12,2023-06-18,2024-06-18,AGT5063,Active
POL52117,CUST10303,Whole,758292.34,38032.22,2021-03-10,2022-03-10,AGT5234,Active
POL52118,CUST10307,Property,435303.0,19937.88,2025-01-24,2026-01-24,AGT5066,Active
POL52119,CUST10088,Term,439716.95,22231.16,2026-03-07,2027-03-07,AGT5053,Active
POL52120,CUST10814,Vehicle,615634.76,30659.62,2026-03-18,2027-03-18,AGT5102,Active
POL52121,CUST10228,Vehicle,435429.51,22504.81,2025-04-13,2026-04-13,AGT5289,Active
POL52122,CUST10525,Property,433530.32,20458.93,2021-11-14,2022-11-14,AGT5138,Active
POL52123,CUST11387,Health,584669.34,28395.22,2022-08-24,2023-08-24,AGT5078,Active
POL52124,CUST11573,Term,617517.82,31861.79,2022-07-30,2023-07-30,AGT5154,Lapsed
POL52125,CUST11355,Property,468828.75,21264.18,2026-08-27,2027-08-27,AGT5104,Active
POL52126,CUST10001,Property,701923.9,32399.37,2023-08-04,2024-08-04,AGT5199,Active
POL52127,CUST10938,Health,386837.8,18504.59,2024-11-20,2025-11-20,AGT5131,Active
POL52128,CUST10279,Whole,513041.34,23632.51,2023-07-13,2024-07-13,AGT5176,Active
POL52129,CUST10624,Property,669464.04,30390.4,2022-05-06,2023-05-06,AGT5130,Lapsed
POL52130,CUST10708,Property,621351.97,34095.96,2020-11-25,2021-11-25,AGT5144,Active
POL52131,CUST11563,Property,616027.32,30528.84,2021-08-10,2022-08-10,AGT5134,Active
POL52132,CUST11056,Vehicle,637411.62,32085.29,2023-06-30,2024-06-30,AGT5118,Active
POL52133,CUST10440,Vehicle,622362.91,29592.76,2024-07-07,2025-07-07,AGT5289,Cancelled
POL52134,CUST11069,Vehicle,708474.34,31935.81,2022-08-05,2023-08-05,AGT5079,Lapsed
POL52135,CUST11575,Property,603975.43,31713.08,2020-11-10,2021-11-10,AGT5241,Lapsed
POL52136,CUST10102,Property,539494.53,28181.86,2024-04-12,2025-04-12,AGT5212,Lapsed
POL52137,CUST11346,Whole,679944.39,37210.23,2022-12-15,2023-12-15,AGT5158,Lapsed
POL52138,CUST10369,Vehicle,475992.6,21520.11,2026-04-17,2027-04-17,AGT5095,Cancelled
POL52139,CUST10255,Whole,677442.93,31413.17,2022-11-04,2023-11-04,AGT5145,Lapsed
POL52140,CUST11486,Whole,492793.83,25685.11,2023-04-03,2024-04-03,AGT5254,Lapsed
POL52141,CUST10005,Term,564765.26,27278.58,2023-07-07,2024-07-07,AGT5054,Active
POL52142,CUST11224,Vehicle,657415.07,30002.93,2020-12-30,2021-12-30,AGT5175,Active
POL52143,CUST10146,Whole,626648.81,30085.15,2025-11-18,2026-11-18,AGT5229,Active
POL52144,CUST11030,Health,379991.17,17432.92,2026-05-23,2027-05-23,AGT5190,Active
POL52145,CUST11035,Vehicle,546799.56,29186.0,2024-10-10,2025-10-10,AGT5043,Active
POL52146,CUST11426,Term,691222.9,37166.59,2022-04-17,2023-04-17,AGT5152,Lapsed
POL52147,CUST11356,Health,698867.74,35900.07,2024-06-27,2025-06-27,AGT5054,Active
POL52148,CUST11136,Health,513379.29,25081.64,2021-03-05,2022-03-05,AGT5278,Lapsed
POL52149,CUST10634,Health,380074.0,20025.3,2021-02-01,2022-02-01,AGT5105,Active
POL52150,CUST10278,Vehicle,516418.2,26500.47,2023-02-07,2024-02-07,AGT5126,Lapsed
POL52151,CUST11059,Vehicle,563190.89,29803.96,2022-06-18,2023-06-18,AGT5257,Active
POL52152,CUST10826,Vehicle,405755.98,20332.06,2024-12-12,2025-12-12,AGT5128,Lapsed
POL52153,CUST10132,Health,652490.64,35615.19,2025-11-25,2026-11-25,AGT5058,Active
POL52154,CUST11579,Vehicle,581663.04,27861.86,2023-10-28,2024-10-28,AGT5267,Active
POL52155,CUST10519,Whole,545204.51,27828.25,2024-09-09,2025-09-09,AGT5194,Lapsed
POL52156,CUST10006,Health,489014.58,25957.15,2022-03-25,2023-03-25,AGT5181,Cancelled
POL52157,CUST11490,Term,392299.71,21160.15,2025-08-28,2026-08-28,AGT5022,Lapsed
POL52158,CUST10952,Property,584767.11,31850.79,2021-03-24,2022-03-24,AGT5134,Active
POL52159,CUST11215,Health,516451.63,25280.36,2026-01-31,2027-01-31,AGT5137,Active
POL52160,CUST10255,Health,471059.84,24492.02,2022-09-22,2023-09-22,AGT5078,Active
POL52161,CUST10674,Health,580537.05,27808.87,2025-03-11,2026-03-11,AGT5169,Active
POL52162,CUST11071,Vehicle,533370.19,27465.25,2021-08-29,2022-08-29,AGT5073,Active
POL52163,CUST10416,Vehicle,594126.79,27830.24,2022-10-08,2023-10-08,AGT5141,Lapsed
POL52164,CUST11162,Term,719143.69,35392.31,2023-03-10,2024-03-10,AGT5240,Active
POL52165,CUST10394,Health,477360.35,25874.06,2023-07-12,2024-07-12,AGT5220,Cancelled
POL52166,CUST10357,Term,533307.94,28323.49,2024-10-21,2025-10-21,AGT5083,Cancelled
POL52167,CUST10021,Term,711842.37,35567.25,2021-08-21,2022-08-21,AGT5062,Active
POL52168,CUST10462,Health,475332.88,22087.98,2024-11-08,2025-11-08,AGT5001,Active
POL52169,CUST10412,Term,549116.95,26898.89,2022-10-20,2023-10-20,AGT5103,Active
POL52170,CUST11265,Health,630284.28,29236.86,2024-10-30,2025-10-30,AGT5005,Active
POL52171,CUST10940,Vehicle,601725.69,27490.0,2023-01-03,2024-01-03,AGT5038,Active
POL52172,CUST10301,Term,737777.45,39888.02,2020-09-24,2021-09-24,AGT5293,Lapsed
POL52173,CUST10938,Whole,566205.23,28261.75,2025-05-16,2026-05-16,AGT5256,Active
POL52174,CUST10385,Vehicle,559071.98,25657.99,2024-04-03,2025-04-03,AGT5167,Active
POL52175,CUST10706,Vehicle,394226.92,20565.51,2021-02-20,2022-02-20,AGT5232,Lapsed
POL52176,CUST11470,Whole,460961.72,21085.23,2024-09-06,2025-09-06,AGT5146,Lapsed
POL52177,CUST11196,Property,592899.74,29029.35,2024-05-16,2025-05-16,AGT5180,Active
POL52178,CUST11079,Property,457037.6,21619.21,2022-08-13,2023-08-13,AGT5275,Lapsed
POL52179,CUST10461,Vehicle,549454.52,25630.02,2026-08-05,2027-08-05,AGT5023,Active
POL52180,CUST10208,Health,449161.01,22608.74,2026-04-23,2027-04-23,AGT5105,Cancelled
POL52181,CUST11246,Health,357284.67,18649.15,2025-02-17,2026-02-17,AGT5035,Active
POL52182,CUST10938,Property,567917.13,28323.1,2025-02-03,2026-02-03,AGT5238,Cancelled
POL52183,CUST11039,Health,576194.49,30658.17,2022-07-28,2023-07-28,AGT5246,Active
POL52184,CUST11611,Term,510536.16,27657.72,2021-07-29,2022-07-29,AGT5216,Lapsed
POL52185,CUST10577,Vehicle,671527.19,35639.16,2023-06-05,2024-06-05,AGT5182,Lapsed
POL52186,CUST11317,Vehicle,433208.39,23637.98,2021-07-23,2022-07-23,AGT5143,Lapsed
POL52187,CUST10927,Vehicle,412508.28,22395.22,2025-11-10,2026-11-10,AGT5007,Active
POL52188,CUST10396,Health,677194.52,36111.51,2021-05-10,2022-05-10,AGT5232,Active
POL52189,CUST10089,Vehicle,726386.18,34813.02,2026-06-30,2027-06-30,AGT5268,Cancelled
POL52190,CUST11025,Health,492290.49,23011.29,2023-02-10,2024-02-10,AGT5289,Active
POL52191,CUST10488,Property,546673.78,28574.7,2023-10-19,2024-10-19,AGT5102,Active
POL52192,CUST11152,Term,706170.07,37748.53,2020-09-11,2021-09-11,AGT5060,Lapsed
POL52193,CUST11159,Whole,589250.63,31366.54,2023-05-18,2024-05-18,AGT5196,Lapsed
POL52194,CUST10754,Property,430088.81,22122.14,2025-09-01,2026-09-01,AGT5005,Active
POL52195,CUST10889,Property,429226.28,22877.19,2021-06-05,2022-06-05,AGT5018,Cancelled
POL52196,CUST11044,Term,431526.38,22470.3,2023-05-15,2024-05-15,AGT5246,Active
POL52197,CUST10773,Whole,685594.6,35413.47,2026-06-29,2027-06-29,AGT5287,Active
POL52198,CUST11452,Property,616730.06,28040.1,2021-04-04,2022-04-04,AGT5121,Lapsed
POL52199,CUST10130,Whole,500409.98,24822.71,2021-12-26,2022-12-26,AGT5152,Cancelled
POL52200,CUST11618,Property,447398.27,20284.35,2026-07-20,2027-07-20,AGT5163,Active
POL52201,CUST10057,Term,428601.33,19682.96,2023-03-13,2024-03-13,AGT5041,Lapsed
POL52202,CUST10356,Property,670434.19,33796.62,2023-12-14,2024-12-14,AGT5066,Active
POL52203,CUST11175,Property,726057.09,33017.29,2021-09-02,2022-09-02,AGT5089,Active
POL52204,CUST10144,Whole,589465.18,31909.05,2022-12-09,2023-12-09,AGT5252,Active
POL52205,CUST10433,Property,682493.39,33785.75,2022-10-06,2023-10-06,AGT5131,Active
POL52206,CUST10257,Health,449094.94,23352.79,2026-05-22,2027-05-22,AGT5216,Lapsed
POL52207,CUST11202,Term,604930.74,28115.94,2026-07-04,2027-07-04,AGT5058,Active
POL52208,CUST10955,Health,503313.6,26915.17,2024-02-19,2025-02-19,AGT5286,Active
POL52209,CUST10109,Health,380692.97,18951.15,2020-10-04,2021-10-04,AGT5265,Cancelled
POL52210,CUST10761,Whole,572636.21,28968.38,2025-07-22,2026-07-22,AGT5142,Active
POL52211,CUST10357,Property,711012.9,36606.39,2020-10-08,2021-10-08,AGT5067,Active
POL52212,CUST11600,Health,368123.88,18553.07,2026-01-20,2027-01-20,AGT5292,Active
POL52213,CUST10178,Whole,568685.8,28793.63,2023-09-08,2024-09-08,AGT5242,Lapsed
POL52214,CUST10988,Property,721206.28,37823.83,2025-11-18,2026-11-18,AGT5153,Active
POL52215,CUST10796,Term,682912.44,36238.55,2024-11-13,2025-11-13,AGT5080,Active
POL52216,CUST10954,Property,574978.24,27634.41,2024-07-26,2025-07-26,AGT5186,Lapsed
POL52217,CUST11581,Vehicle,442768.27,24007.11,2023-05-30,2024-05-30,AGT5111,Lapsed
POL52218,CUST10566,Term,705212.74,34230.3,2023-02-19,2024-02-19,AGT5202,Lapsed
POL52219,CUST11239,Term,439920.84,20994.45,2022-10-15,2023-10-15,AGT5249,Active
POL52220,CUST10739,Vehicle,482638.23,23221.8,2023-12-06,2024-12-06,AGT5146,Lapsed
POL52221,CUST11092,Term,428910.99,20838.71,2023-10-24,2024-10-24,AGT5014,Active
POL52222,CUST10606,Whole,561718.51,27057.59,2025-04-07,2026-04-07,AGT5168,Active
POL52223,CUST10387,Whole,627241.2,33518.2,2021-05-09,2022-05-09,AGT5257,Active
POL52224,CUST10143,Term,697045.64,35278.54,2021-09-23,2022-09-23,AGT5066,Lapsed
POL52225,CUST10167,Property,562614.98,30761.79,2023-03-31,2024-03-31,AGT5287,Active
POL52226,CUST11587,Vehicle,744932.26,34147.36,2021-09-25,2022-09-25,AGT5108,Active
POL52227,CUST11300,Whole,614404.94,31420.55,2024-03-30,2025-03-30,AGT5205,Active
POL52228,CUST10409,Property,617697.86,28389.54,2023-12-06,2024-12-06,AGT5210,Lapsed
POL52229,CUST10873,Term,448372.38,22234.11,2022-12-18,2023-12-18,AGT5054,Active
POL52230,CUST11186,Term,454029.27,22169.05,2025-09-29,2026-09-29,AGT5011,Active
POL52231,CUST10582,Vehicle,595964.69,30875.59,2024-10-21,2025-10-21,AGT5284,Active
POL52232,CUST10724,Whole,662538.57,34753.1,2023-04-19,2024-04-19,AGT5210,Active
POL52233,CUST11192,Vehicle,455379.13,21576.29,2022-05-16,2023-05-16,AGT5189,Active
POL52234,CUST10387,Whole,571346.81,26817.39,2024-05-24,2025-05-24,AGT5091,Active
POL52235,CUST10870,Term,517390.32,25453.07,2026-03-23,2027-03-23,AGT5032,Lapsed
POL52236,CUST10359,Health,503567.31,23879.1,2025-10-25,2026-10-25,AGT5081,Active
POL52237,CUST10008,Whole,470520.41,24357.07,2026-08-24,2027-08-24,AGT5164,Active
POL52238,CUST11144,Term,435185.77,21836.31,2025-07-05,2026-07-05,AGT5208,Active
POL52239,CUST11173,Property,508392.9,27081.97,2021-04-18,2022-04-18,AGT5095,Cancelled
POL52240,CUST11643,Term,712991.71,39081.02,2024-07-27,2025-07-27,AGT5064,Active
POL52241,CUST10306,Vehicle,682375.34,33287.01,2024-05-15,2025-05-15,AGT5074,Active
POL52242,CUST11222,Whole,424136.84,22954.27,2023-02-21,2024-02-21,AGT5288,Active
POL52243,CUST11571,Property,418806.28,22101.13,2023-08-27,2024-08-27,AGT5189,Active
POL52244,CUST11070,Property,574786.22,26722.52,2025-03-08,2026-03-08,AGT5297,Active
POL52245,CUST11592,Health,447083.77,23856.07,2026-03-28,2027-03-28,AGT5001,Active
POL52246,CUST11642,Term,695636.94,34653.21,2021-04-09,2022-04-09,AGT5137,Active
POL52247,CUST11318,Whole,572179.75,29805.76,2023-05-04,2024-05-04,AGT5137,Active
POL52248,CUST11647,Term,706808.0,36772.48,2024-02-29,2025-02-28,AGT5120,Lapsed
POL52249,CUST11043,Property,426656.55,22979.58,2020-11-13,2021-11-13,AGT5117,Active
POL52250,CUST10826,Whole,758479.67,39904.86,2022-05-31,2023-05-31,AGT5023,Active
POL52251,CUST11521,Property,680334.02,36225.23,2023-03-14,2024-03-14,AGT5009,Active
POL52252,CUST11370,Term,660710.91,31852.29,2022-01-04,2023-01-04,AGT5233,Active
POL52253,CUST10181,Vehicle,733401.71,40140.08,2023-05-27,2024-05-27,AGT5132,Active
POL52254,CUST10496,Whole,566066.55,29218.05,2022-12-17,2023-12-17,AGT5048,Active
POL52255,CUST10431,Whole,442322.23,23326.71,2021-11-05,2022-11-05,AGT5104,Active
POL52256,CUST11414,Property,576306.79,30883.6,2023-06-29,2024-06-29,AGT5279,Active
POL52257,CUST10394,Health,635328.34,29376.21,2021-06-02,2022-06-02,AGT5140,Active
POL52258,CUST10498,Health,650840.04,31477.3,2026-06-25,2027-06-25,AGT5297,Active
POL52259,CUST10858,Term,567880.19,30301.72,2026-02-27,2027-02-27,AGT5048,Active
POL52260,CUST10130,Property,666936.35,36161.17,2023-02-25,2024-02-25,AGT5036,Lapsed
POL52261,CUST11590,Health,436433.45,22939.35,2025-08-06,2026-08-06,AGT5169,Lapsed
POL52262,CUST10814,Whole,473760.61,23604.22,2024-11-23,2025-11-23,AGT5204,Active
POL52263,CUST10323,Term,605158.02,28751.8,2025-02-13,2026-02-13,AGT5294,Active
POL52264,CUST10444,Health,497612.91,25005.19,2020-09-19,2021-09-19,AGT5139,Active
POL52265,CUST11313,Term,442941.49,21692.17,2022-12-03,2023-12-03,AGT5060,Active
POL52266,CUST11057,Term,671959.79,36189.27,2022-01-06,2023-01-06,AGT5162,Active
POL52267,CUST10768,Whole,589876.77,29890.62,2022-05-17,2023-05-17,AGT5092,Lapsed
POL52268,CUST10548,Whole,585351.04,28635.76,2025-12-14,2026-12-14,AGT5053,Lapsed
POL52269,CUST11489,Whole,457884.17,22887.25,2022-04-05,2023-04-05,AGT5026,Active
POL52270,CUST11278,Whole,477839.14,25963.71,2025-09-14,2026-09-14,AGT5217,Active
POL52271,CUST11192,Term,645768.06,33019.79,2025-06-11,2026-06-11,AGT5192,Active
POL52272,CUST10735,Term,706501.03,33410.29,2023-03-01,2024-03-01,AGT5049,Active
POL52273,CUST11620,Vehicle,444986.19,22249.65,2022-02-14,2023-02-14,AGT5167,Active
POL52274,CUST11177,Term,691409.89,34333.05,2026-01-28,2027-01-28,AGT5265,Active
POL52275,CUST10702,Whole,688416.64,33115.62,2023-02-28,2024-02-28,AGT5245,Active
POL52276,CUST11589,Health,635219.14,33261.98,2020-10-07,2021-10-07,AGT5136,Active
POL52277,CUST11482,Health,553610.33,26397.73,2021-08-05,2022-08-05,AGT5017,Active
POL52278,CUST11222,Vehicle,510996.28,25511.74,2022-12-02,2023-12-02,AGT5190,Active
POL52279,CUST11268,Property,681843.05,33690.18,2025-07-29,2026-07-29,AGT5154,Active
POL52280,CUST10702,Vehicle,559419.37,27785.59,2025-08-05,2026-08-05,AGT5276,Lapsed
POL52281,CUST10841,Property,470417.67,23835.01,2024-04-10,2025-04-10,AGT5165,Active
POL52282,CUST10327,Term,535010.55,27731.19,2022-09-07,2023-09-07,AGT5221,Active
POL52283,CUST10983,Whole,561220.98,26057.49,2026-06-06,2027-06-06,AGT5158,Active
POL52284,CUST10612,Property,579557.88,27751.12,2026-08-19,2027-08-19,AGT5162,Lapsed
POL52285,CUST10576,Term,723920.5,38171.15,2022-02-15,2023-02-15,AGT5095,Cancelled
POL52286,CUST11572,Health,493907.75,26709.27,2026-07-07,2027-07-07,AGT5120,Active
POL52287,CUST10275,Term,490155.33,22275.88,2021-10-30,2022-10-30,AGT5088,Active
POL52288,CUST11367,Term,748635.75,34237.85,2024-07-16,2025-07-16,AGT5138,Active
POL52289,CUST10461,Term,473803.23,25745.66,2025-08-24,2026-08-24,AGT5285,Cancelled
POL52290,CUST10050,Vehicle,382201.96,17764.52,2025-06-25,2026-06-25,AGT5102,Active
POL52291,CUST10070,Health,647437.36,35474.96,2024-02-21,2025-02-21,AGT5138,Active
POL52292,CUST10709,Whole,752461.62,40092.83,2021-06-12,2022-06-12,AGT5283,Active
POL52293,CUST10751,Health,588746.18,27204.22,2024-06-28,2025-06-28,AGT5045,Active
POL52294,CUST10527,Vehicle,532091.57,24489.65,2026-07-16,2027-07-16,AGT5075,Lapsed
POL52295,CUST11107,Health,540314.14,29594.61,2021-09-18,2022-09-18,AGT5147,Active
POL52296,CUST10804,Whole,705320.6,33536.74,2026-02-05,2027-02-05,AGT5122,Active
POL52297,CUST10125,Vehicle,712658.64,35908.5,2023-10-11,2024-10-11,AGT5102,Active
POL52298,CUST10577,Vehicle,416754.79,19738.49,2023-04-19,2024-04-19,AGT5233,Lapsed
POL52299,CUST10167,Property,719178.74,36682.97,2021-04-09,2022-04-09,AGT5149,Active
POL52300,CUST10106,Term,617018.95,32948.99,2025-06-25,2026-06-25,AGT5109,Cancelled
POL52301,CUST10357,Property,397427.24,20494.96,2023-09-13,2024-09-13,AGT5143,Lapsed
POL52302,CUST11159,Term,422887.3,19227.06,2024-06-18,2025-06-18,AGT5265,Active
POL52303,CUST11152,Whole,402530.67,20509.7,2025-05-19,2026-05-19,AGT5295,Active
POL52304,CUST11424,Property,750195.05,38717.69,2025-09-24,2026-09-24,AGT5072,Lapsed
POL52305,CUST11253,Term,544216.58,25583.07,2024-06-09,2025-06-09,AGT5012,Active
POL52306,CUST10888,Property,660512.02,34756.92,2022-03-27,2023-03-27,AGT5009,Cancelled
POL52307,CUST10516,Whole,385661.18,19772.44,2023-12-28,2024-12-28,AGT5133,Active
POL52308,CUST10010,Whole,690371.21,31132.62,2026-05-14,2027-05-14,AGT5188,Active
POL52309,CUST11072,Property,570583.62,31099.97,2021-11-23,2022-11-23,AGT5015,Active
POL52310,CUST10474,Property,740587.03,36626.32,2021-03-26,2022-03-26,AGT5152,Lapsed
POL52311,CUST10415,Health,532314.12,25191.12,2023-04-19,2024-04-19,AGT5119,Active
POL52312,CUST11611,Term,682427.26,31297.46,2024-06-12,2025-06-12,AGT5279,Active
POL52313,CUST10295,Whole,627344.68,30579.47,2024-03-26,2025-03-26,AGT5181,Lapsed
POL52314,CUST10057,Health,532188.47,25586.39,2020-11-02,2021-11-02,AGT5126,Active
POL52315,CUST11573,Whole,750074.01,35988.2,2024-12-02,2025-12-02,AGT5175,Active
POL52316,CUST10502,Term,570571.1,30201.48,2026-03-13,2027-03-13,AGT5040,Lapsed
POL52317,CUST10659,Vehicle,715322.8,36809.95,2021-02-22,2022-02-22,AGT5142,Lapsed
POL52318,CUST10139,Property,398889.89,18480.78,2022-12-20,2023-12-20,AGT5098,Active
POL52319,CUST10674,Term,632305.29,32930.93,2025-02-16,2026-02-16,AGT5054,Cancelled
POL52320,CUST11607,Vehicle,722608.08,37745.3,2021-06-16,2022-06-16,AGT5117,Lapsed
POL52321,CUST11150,Whole,731221.0,36665.39,2023-05-25,2024-05-25,AGT5191,Active
POL52322,CUST10782,Vehicle,561350.27,30850.5,2024-06-18,2025-06-18,AGT5174,Active
POL52323,CUST10505,Health,515234.01,24646.11,2022-10-28,2023-10-28,AGT5289,Active
POL52324,CUST10606,Property,697047.67,31774.61,2022-02-10,2023-02-10,AGT5082,Active
POL52325,CUST11015,Property,513981.12,23277.21,2026-01-23,2027-01-23,AGT5209,Active
POL52326,CUST10423,Vehicle,732247.02,35298.32,2022-06-15,2023-06-15,AGT5165,Cancelled
POL52327,CUST10254,Property,481513.39,24065.64,2023-11-20,2024-11-20,AGT5262,Lapsed
POL52328,CUST11152,Whole,413643.16,18937.54,2022-02-22,2023-02-22,AGT5272,Lapsed
POL52329,CUST11438,Property,682190.72,34558.41,2025-05-09,2026-05-09,AGT5212,Cancelled
POL52330,CUST11490,Term,535902.3,28943.39,2025-05-23,2026-05-23,AGT5127,Active
POL52331,CUST11390,Property,521974.29,27648.26,2025-04-18,2026-04-18,AGT5160,Active
POL52332,CUST10877,Whole,508550.33,26304.61,2024-08-18,2025-08-18,AGT5195,Active
POL52333,CUST11301,Whole,762470.26,39356.67,2022-04-28,2023-04-28,AGT5241,Lapsed
POL52334,CUST11535,Term,599594.64,31360.6,2026-04-14,2027-04-14,AGT5068,Active
POL52335,CUST10042,Term,759915.36,37951.74,2024-06-09,2025-06-09,AGT5261,Lapsed
POL52336,CUST10686,Term,512576.15,25125.46,2024-07-03,2025-07-03,AGT5240,Cancelled
POL52337,CUST10348,Vehicle,534480.37,25690.63,2024-02-24,2025-02-24,AGT5026,Active
POL52338,CUST11645,Vehicle,458046.3,21068.38,2021-04-17,2022-04-17,AGT5080,Active
POL52339,CUST11540,Health,500627.44,25342.57,2023-06-06,2024-06-06,AGT5070,Active
POL52340,CUST11319,Whole,408872.06,20331.24,2024-04-01,2025-04-01,AGT5173,Active
POL52341,CUST10486,Whole,385214.77,17792.7,2021-04-25,2022-04-25,AGT5062,Active
POL52342,CUST11575,Vehicle,549261.77,26190.28,2022-05-15,2023-05-15,AGT5090,Active
POL52343,CUST10051,Whole,672219.21,35541.59,2026-01-15,2027-01-15,AGT5056,Active
POL52344,CUST10321,Vehicle,543210.63,25832.95,2021-03-25,2022-03-25,AGT5020,Active
POL52345,CUST11027,Health,531301.89,26170.44,2023-08-22,2024-08-22,AGT5137,Lapsed
POL52346,CUST11307,Whole,556562.12,25943.07,2022-11-04,2023-11-04,AGT5095,Active
POL52347,CUST11463,Vehicle,577132.02,26951.18,2025-09-14,2026-09-14,AGT5151,Active
POL52348,CUST10493,Whole,683607.56,35932.78,2023-01-07,2024-01-07,AGT5063,Lapsed
POL52349,CUST10653,Property,694457.72,31713.62,2023-08-15,2024-08-15,AGT5085,Active
POL52350,CUST10751,Vehicle,694785.94,33245.69,2020-10-21,2021-10-21,AGT5267,Active
POL52351,CUST10048,Term,462542.01,25351.21,2021-02-11,2022-02-11,AGT5241,Lapsed
POL52352,CUST11427,Health,510245.56,25389.27,2026-06-06,2027-06-06,AGT5079,Active
POL52353,CUST10558,Whole,704937.19,35995.6,2021-02-17,2022-02-17,AGT5048,Lapsed
POL52354,CUST10340,Term,740826.85,38084.35,2024-10-18,2025-10-18,AGT5292,Active
POL52355,CUST10682,Health,540044.18,25361.22,2022-12-04,2023-12-04,AGT5204,Cancelled
POL52356,CUST11178,Term,569579.49,27734.77,2022-07-22,2023-07-22,AGT5147,Lapsed
POL52357,CUST11440,Whole,679368.99,33293.88,2026-02-14,2027-02-14,AGT5209,Lapsed
POL52358,CUST10366,Property,766802.31,36274.99,2025-07-11,2026-07-11,AGT5066,Active
POL52359,CUST10290,Term,543993.13,25752.55,2021-10-02,2022-10-02,AGT5128,Active
POL52360,CUST11563,Term,444485.53,22703.74,2020-09-25,2021-09-25,AGT5117,Active
POL52361,CUST10909,Health,642007.38,29586.75,2021-09-29,2022-09-29,AGT5216,Cancelled
POL52362,CUST10606,Vehicle,646540.73,29929.31,2024-01-29,2025-01-29,AGT5055,Lapsed
POL52363,CUST10340,Vehicle,432838.64,21959.21,2024-04-24,2025-04-24,AGT5146,Active
POL52364,CUST11642,Property,509551.08,25219.41,2020-11-10,2021-11-10,AGT5250,Active
